70000
Age0-9 Age10-19 Age20-29 Age30-49 Age50-69 Age70+ Gender ReadingGlasses Sunglasses 
53860.png 0 0 1 0 0 0 1 0 0 
53861.png 0 0 0 0 1 0 1 0 0 
53862.png 1 0 0 0 0 0 0 0 0 
53863.png 0 0 1 0 0 0 0 1 0 
53864.png 0 0 0 0 1 0 0 0 0 
53865.png 0 1 0 0 0 0 0 0 0 
53866.png 0 1 0 0 0 0 0 0 0 
53867.png 0 0 0 1 0 0 1 0 0 
53868.png 0 1 0 0 0 0 0 0 1 
53869.png 0 1 0 0 0 0 1 0 0 
53870.png 0 0 0 0 1 0 0 0 0 
53871.png 0 0 0 1 0 0 1 0 0 
53872.png 0 0 0 1 0 0 1 0 0 
53873.png 0 0 1 0 0 0 0 1 0 
53874.png 0 0 1 0 0 0 0 0 0 
53875.png 0 0 1 0 0 0 0 0 0 
53876.png 0 0 1 0 0 0 0 0 0 
53877.png 0 0 0 1 0 0 1 0 1 
53878.png 0 1 0 0 0 0 0 0 0 
53879.png 0 1 0 0 0 0 1 0 0 
53880.png 0 0 0 1 0 0 0 0 0 
53881.png 0 0 0 1 0 0 1 0 0 
53882.png 0 0 0 0 1 0 1 0 0 
53883.png 0 1 0 0 0 0 0 0 0 
53884.png 0 1 0 0 0 0 0 0 0 
53885.png 0 0 0 1 0 0 1 0 0 
53886.png 0 0 0 1 0 0 0 0 0 
53887.png 0 1 0 0 0 0 0 0 0 
53888.png 0 1 0 0 0 0 1 0 0 
53889.png 0 0 1 0 0 0 1 1 0 
53890.png 0 0 0 0 1 0 0 1 0 
53891.png 0 0 0 1 0 0 0 0 0 
53892.png 0 0 0 1 0 0 1 1 0 
53893.png 0 1 0 0 0 0 1 0 0 
53894.png 0 0 0 1 0 0 1 0 0 
53895.png 0 0 0 0 1 0 1 1 0 
53896.png 0 0 0 1 0 0 1 0 0 
53897.png 0 1 0 0 0 0 0 0 0 
53898.png 0 0 1 0 0 0 1 0 0 
53899.png 0 1 0 0 0 0 1 0 0 
53900.png 0 1 0 0 0 0 0 0 0 
53901.png 0 1 0 0 0 0 0 1 0 
53902.png 0 0 0 0 1 0 0 0 0 
53903.png 0 0 1 0 0 0 0 0 0 
53904.png 0 1 0 0 0 0 0 0 0 
53905.png 0 0 1 0 0 0 1 0 0 
53906.png 0 0 1 0 0 0 1 0 0 
53907.png 0 0 0 0 1 0 1 0 0 
53908.png 0 0 0 1 0 0 1 0 0 
53909.png 0 1 0 0 0 0 1 0 0 
53910.png 0 0 1 0 0 0 1 0 0 
53911.png 0 0 0 1 0 0 1 0 0 
53912.png 0 0 0 1 0 0 1 0 0 
53913.png 0 1 0 0 0 0 1 0 0 
53914.png 0 1 0 0 0 0 0 0 0 
53915.png 0 0 1 0 0 0 1 0 1 
53916.png 0 0 1 0 0 0 0 0 0 
53917.png 0 0 0 0 1 0 1 0 0 
53918.png 0 0 0 1 0 0 0 0 0 
53919.png 0 0 1 0 0 0 0 0 0 
53920.png 1 0 0 0 0 0 0 0 0 
53921.png 0 0 1 0 0 0 0 0 0 
53922.png 0 0 1 0 0 0 0 0 0 
53923.png 0 1 0 0 0 0 0 0 0 
53924.png 0 1 0 0 0 0 0 0 0 
53925.png 0 0 0 1 0 0 1 0 0 
53926.png 0 0 0 1 0 0 1 0 0 
53927.png 0 1 0 0 0 0 0 0 0 
53928.png 0 1 0 0 0 0 0 0 0 
53929.png 0 1 0 0 0 0 0 0 0 
53930.png 0 0 0 0 1 0 0 1 0 
53931.png 0 0 0 1 0 0 0 1 0 
53932.png 0 1 0 0 0 0 1 0 0 
53933.png 0 1 0 0 0 0 0 0 0 
53934.png 0 1 0 0 0 0 0 0 0 
53935.png 0 1 0 0 0 0 0 0 0 
53936.png 0 0 0 1 0 0 0 0 0 
53937.png 0 1 0 0 0 0 0 0 0 
53938.png 0 1 0 0 0 0 0 0 0 
53939.png 0 0 1 0 0 0 1 0 0 
53940.png 0 0 0 0 1 0 0 1 0 
53941.png 0 0 1 0 0 0 1 0 0 
53942.png 1 0 0 0 0 0 1 0 0 
53943.png 0 1 0 0 0 0 0 0 0 
53944.png 0 0 0 1 0 0 1 0 1 
53945.png 0 0 0 1 0 0 0 0 0 
53946.png 0 0 0 1 0 0 1 0 0 
53947.png 0 0 0 0 1 0 1 1 0 
53948.png 0 0 0 1 0 0 1 1 0 
53949.png 0 0 0 1 0 0 0 0 0 
53950.png 0 0 0 1 0 0 0 0 0 
53951.png 0 1 0 0 0 0 0 0 0 
53952.png 0 1 0 0 0 0 0 0 0 
53953.png 0 0 1 0 0 0 0 0 0 
53954.png 0 0 1 0 0 0 0 0 0 
53955.png 0 0 0 1 0 0 1 0 1 
53956.png 0 1 0 0 0 0 0 0 0 
53957.png 0 0 0 1 0 0 1 0 0 
53958.png 0 1 0 0 0 0 0 0 0 
53959.png 0 0 0 1 0 0 1 0 0 
53960.png 0 1 0 0 0 0 0 0 0 
53961.png 0 1 0 0 0 0 0 1 0 
53962.png 0 0 0 1 0 0 0 0 0 
53963.png 0 1 0 0 0 0 0 0 0 
53964.png 0 0 1 0 0 0 1 0 1 
53965.png 0 1 0 0 0 0 0 0 0 
53966.png 0 0 1 0 0 0 0 1 0 
53967.png 0 0 0 1 0 0 1 0 0 
53968.png 0 0 1 0 0 0 0 0 0 
53969.png 1 0 0 0 0 0 0 0 0 
53970.png 0 1 0 0 0 0 1 0 0 
53971.png 0 0 0 0 1 0 1 1 0 
53972.png 0 0 0 0 1 0 1 1 0 
53973.png 0 1 0 0 0 0 1 0 0 
53974.png 0 0 1 0 0 0 1 1 0 
53975.png 0 0 0 1 0 0 1 0 0 
53976.png 0 0 1 0 0 0 0 1 0 
53977.png 0 1 0 0 0 0 0 0 0 
53978.png 0 0 0 1 0 0 0 0 0 
53979.png 0 0 1 0 0 0 0 0 0 
53980.png 0 1 0 0 0 0 0 0 0 
53981.png 0 0 0 1 0 0 1 0 0 
53982.png 0 1 0 0 0 0 0 0 0 
53983.png 0 0 0 0 1 0 1 0 0 
53984.png 0 0 1 0 0 0 0 0 0 
53985.png 0 0 0 0 1 0 1 0 0 
53986.png 0 0 0 1 0 0 0 0 0 
53987.png 0 1 0 0 0 0 0 0 0 
53988.png 0 0 0 1 0 0 0 0 0 
53989.png 0 1 0 0 0 0 0 0 0 
53990.png 0 1 0 0 0 0 0 0 0 
53991.png 0 0 1 0 0 0 1 1 0 
53992.png 0 0 0 0 1 0 1 1 0 
53993.png 0 0 1 0 0 0 0 0 0 
53994.png 0 0 0 1 0 0 1 0 0 
53995.png 0 1 0 0 0 0 1 0 0 
53996.png 0 1 0 0 0 0 0 0 0 
53997.png 0 0 0 1 0 0 1 1 0 
53998.png 0 0 1 0 0 0 0 1 0 
53999.png 1 0 0 0 0 0 1 0 0 
54000.png 0 0 0 1 0 0 0 0 1 
54001.png 0 1 0 0 0 0 0 0 0 
54002.png 0 0 0 1 0 0 0 0 0 
54003.png 0 0 0 1 0 0 0 0 0 
54004.png 0 0 1 0 0 0 0 0 0 
54005.png 0 0 1 0 0 0 1 0 0 
54006.png 0 0 0 1 0 0 0 0 0 
54007.png 0 0 0 1 0 0 1 0 0 
54008.png 0 0 0 1 0 0 1 1 0 
54009.png 0 0 1 0 0 0 1 1 0 
54010.png 0 0 0 0 1 0 1 1 0 
54011.png 0 0 1 0 0 0 0 0 0 
54012.png 0 1 0 0 0 0 1 0 0 
54013.png 0 0 0 1 0 0 1 0 0 
54014.png 0 0 0 1 0 0 0 1 0 
54015.png 0 0 1 0 0 0 0 0 0 
54016.png 0 1 0 0 0 0 0 0 1 
54017.png 0 0 0 1 0 0 1 0 0 
54018.png 0 0 0 1 0 0 1 0 0 
54019.png 0 0 0 0 1 0 1 1 0 
54020.png 0 1 0 0 0 0 0 0 0 
54021.png 0 0 0 0 1 0 0 0 0 
54022.png 0 0 0 0 1 0 1 0 0 
54023.png 0 0 0 0 1 0 1 0 0 
54024.png 0 1 0 0 0 0 0 1 0 
54025.png 0 0 0 1 0 0 1 1 0 
54026.png 1 0 0 0 0 0 0 0 0 
54027.png 0 1 0 0 0 0 1 0 0 
54028.png 0 0 0 1 0 0 1 1 0 
54029.png 1 0 0 0 0 0 1 0 0 
54030.png 0 0 0 0 1 0 0 1 0 
54031.png 0 1 0 0 0 0 0 0 0 
54032.png 0 0 0 0 1 0 0 0 0 
54033.png 0 0 1 0 0 0 0 0 0 
54034.png 0 0 1 0 0 0 1 0 0 
54035.png 0 1 0 0 0 0 1 0 0 
54036.png 0 1 0 0 0 0 0 1 0 
54037.png 0 0 1 0 0 0 0 0 0 
54038.png 0 0 1 0 0 0 1 0 0 
54039.png 0 0 1 0 0 0 0 0 0 
54040.png 0 0 1 0 0 0 1 0 0 
54041.png 0 0 1 0 0 0 1 0 0 
54042.png 0 0 0 0 1 0 1 0 0 
54043.png 0 0 1 0 0 0 0 0 0 
54044.png 0 0 0 0 1 0 1 0 0 
54045.png 0 0 0 0 1 0 0 0 0 
54046.png 0 0 0 0 0 1 1 0 0 
54047.png 0 0 0 0 1 0 1 0 0 
54048.png 0 0 0 1 0 0 1 0 0 
54049.png 0 0 0 1 0 0 0 0 0 
54050.png 0 0 0 1 0 0 0 0 0 
54051.png 0 0 0 1 0 0 1 0 0 
54052.png 0 0 1 0 0 0 0 0 0 
54053.png 0 1 0 0 0 0 0 0 0 
54054.png 0 0 0 1 0 0 1 0 0 
54055.png 1 0 0 0 0 0 0 0 0 
54056.png 1 0 0 0 0 0 1 0 0 
54057.png 0 1 0 0 0 0 0 0 0 
54058.png 0 0 1 0 0 0 0 0 0 
54059.png 0 0 0 1 0 0 1 0 0 
54060.png 0 1 0 0 0 0 0 0 0 
54061.png 0 0 1 0 0 0 1 1 0 
54062.png 0 0 0 1 0 0 1 0 0 
54063.png 0 0 0 0 1 0 1 1 0 
54064.png 0 0 1 0 0 0 0 0 0 
54065.png 0 1 0 0 0 0 0 0 0 
54066.png 0 1 0 0 0 0 0 0 0 
54067.png 0 1 0 0 0 0 0 0 0 
54068.png 0 0 1 0 0 0 1 0 0 
54069.png 0 0 0 1 0 0 1 1 0 
54070.png 0 0 1 0 0 0 1 0 0 
54071.png 0 0 0 1 0 0 1 0 0 
54072.png 0 1 0 0 0 0 0 0 0 
54073.png 0 1 0 0 0 0 0 0 0 
54074.png 0 0 0 0 1 0 0 0 0 
54075.png 0 1 0 0 0 0 0 0 0 
54076.png 0 1 0 0 0 0 1 0 0 
54077.png 0 0 0 0 1 0 1 0 0 
54078.png 0 1 0 0 0 0 0 0 0 
54079.png 0 0 0 1 0 0 0 0 0 
54080.png 0 1 0 0 0 0 0 0 0 
54081.png 1 0 0 0 0 0 1 0 0 
54082.png 0 0 1 0 0 0 1 0 0 
54083.png 0 1 0 0 0 0 0 0 0 
54084.png 0 1 0 0 0 0 0 0 0 
54085.png 0 0 1 0 0 0 0 0 0 
54086.png 0 0 0 0 1 0 1 1 0 
54087.png 0 0 0 1 0 0 1 1 0 
54088.png 0 0 0 1 0 0 0 0 0 
54089.png 0 0 1 0 0 0 0 0 0 
54090.png 0 0 1 0 0 0 1 0 0 
54091.png 0 0 0 0 1 0 1 1 0 
54092.png 0 1 0 0 0 0 0 0 0 
54093.png 0 0 1 0 0 0 0 1 0 
54094.png 0 1 0 0 0 0 0 0 0 
54095.png 0 0 1 0 0 0 0 0 0 
54096.png 0 0 0 1 0 0 1 1 0 
54097.png 0 0 0 0 1 0 1 0 0 
54098.png 0 0 0 1 0 0 0 0 0 
54099.png 0 0 0 1 0 0 1 0 0 
54100.png 0 0 0 0 1 0 0 1 0 
54101.png 0 0 0 0 1 0 1 1 0 
54102.png 0 0 0 1 0 0 1 0 0 
54103.png 0 0 0 1 0 0 1 0 0 
54104.png 0 0 0 1 0 0 0 0 0 
54105.png 0 0 1 0 0 0 0 0 0 
54106.png 0 1 0 0 0 0 1 0 0 
54107.png 0 0 0 1 0 0 0 1 0 
54108.png 0 0 1 0 0 0 0 0 0 
54109.png 0 1 0 0 0 0 1 0 0 
54110.png 0 1 0 0 0 0 1 0 0 
54111.png 0 0 1 0 0 0 1 0 0 
54112.png 0 0 1 0 0 0 1 1 0 
54113.png 0 1 0 0 0 0 0 0 0 
54114.png 0 1 0 0 0 0 0 0 0 
54115.png 0 1 0 0 0 0 0 0 0 
54116.png 0 0 0 1 0 0 1 0 0 
54117.png 0 0 1 0 0 0 0 0 0 
54118.png 0 1 0 0 0 0 1 0 0 
54119.png 0 1 0 0 0 0 0 0 0 
54120.png 0 0 1 0 0 0 1 1 0 
54121.png 0 0 0 1 0 0 0 0 0 
54122.png 0 0 0 1 0 0 1 0 0 
54123.png 0 1 0 0 0 0 0 0 0 
54124.png 0 0 0 1 0 0 0 0 0 
54125.png 0 0 0 1 0 0 0 0 0 
54126.png 0 0 1 0 0 0 0 0 0 
54127.png 0 0 0 1 0 0 1 0 0 
54128.png 0 1 0 0 0 0 0 0 0 
54129.png 0 1 0 0 0 0 1 0 0 
54130.png 0 0 0 1 0 0 0 0 0 
54131.png 0 0 0 0 1 0 0 0 0 
54132.png 0 1 0 0 0 0 0 0 0 
54133.png 0 0 1 0 0 0 0 0 0 
54134.png 0 1 0 0 0 0 1 0 0 
54135.png 0 1 0 0 0 0 0 0 0 
54136.png 0 0 0 0 1 0 1 1 0 
54137.png 0 1 0 0 0 0 0 0 0 
54138.png 0 0 0 1 0 0 1 0 0 
54139.png 0 1 0 0 0 0 0 0 0 
54140.png 0 0 0 1 0 0 1 0 0 
54141.png 0 0 0 1 0 0 0 0 0 
54142.png 0 0 0 0 1 0 1 1 0 
54143.png 0 0 0 1 0 0 1 0 0 
54144.png 0 0 0 1 0 0 1 0 0 
54145.png 0 0 1 0 0 0 1 0 0 
54146.png 0 0 0 1 0 0 1 1 0 
54147.png 0 0 0 1 0 0 0 0 0 
54148.png 0 0 0 1 0 0 1 0 0 
54149.png 0 1 0 0 0 0 0 0 0 
54150.png 0 0 1 0 0 0 1 0 0 
54151.png 0 1 0 0 0 0 1 0 0 
54152.png 0 1 0 0 0 0 0 0 0 
54153.png 0 1 0 0 0 0 0 0 0 
54154.png 1 0 0 0 0 0 0 0 0 
54155.png 0 1 0 0 0 0 0 0 0 
54156.png 0 1 0 0 0 0 1 1 0 
54157.png 0 1 0 0 0 0 0 0 0 
54158.png 0 0 1 0 0 0 0 0 0 
54159.png 0 1 0 0 0 0 0 0 0 
54160.png 0 1 0 0 0 0 0 0 0 
54161.png 0 1 0 0 0 0 0 0 0 
54162.png 0 0 0 1 0 0 1 0 0 
54163.png 0 0 0 1 0 0 1 0 0 
54164.png 0 0 1 0 0 0 1 0 0 
54165.png 0 1 0 0 0 0 1 0 0 
54166.png 0 0 0 1 0 0 1 0 0 
54167.png 0 1 0 0 0 0 1 0 0 
54168.png 0 1 0 0 0 0 0 0 0 
54169.png 1 0 0 0 0 0 0 0 0 
54170.png 0 1 0 0 0 0 0 0 0 
54171.png 0 1 0 0 0 0 0 0 0 
54172.png 0 0 0 1 0 0 0 0 0 
54173.png 0 0 0 1 0 0 0 0 0 
54174.png 0 0 1 0 0 0 0 0 1 
54175.png 0 0 0 1 0 0 0 0 0 
54176.png 0 0 1 0 0 0 0 0 0 
54177.png 0 0 0 0 1 0 1 1 0 
54178.png 0 1 0 0 0 0 0 0 0 
54179.png 0 0 0 0 1 0 1 1 0 
54180.png 0 0 1 0 0 0 1 0 0 
54181.png 0 1 0 0 0 0 0 1 0 
54182.png 0 0 0 1 0 0 1 0 0 
54183.png 0 0 0 1 0 0 0 0 0 
54184.png 0 1 0 0 0 0 0 0 0 
54185.png 0 0 0 1 0 0 1 0 0 
54186.png 0 0 1 0 0 0 1 0 0 
54187.png 0 1 0 0 0 0 0 0 0 
54188.png 0 0 0 1 0 0 1 0 0 
54189.png 0 1 0 0 0 0 0 0 0 
54190.png 0 0 0 1 0 0 1 0 1 
54191.png 0 0 1 0 0 0 0 0 0 
54192.png 0 0 0 1 0 0 1 0 0 
54193.png 0 0 0 1 0 0 0 0 0 
54194.png 0 1 0 0 0 0 0 0 0 
54195.png 0 1 0 0 0 0 0 0 0 
54196.png 0 1 0 0 0 0 0 0 0 
54197.png 0 1 0 0 0 0 1 0 0 
54198.png 1 0 0 0 0 0 1 0 0 
54199.png 0 1 0 0 0 0 1 0 0 
54200.png 0 0 1 0 0 0 1 0 0 
54201.png 0 0 0 1 0 0 0 1 0 
54202.png 0 0 1 0 0 0 0 0 0 
54203.png 0 0 0 1 0 0 1 0 0 
54204.png 0 1 0 0 0 0 0 0 0 
54205.png 0 0 0 0 1 0 0 0 0 
54206.png 0 1 0 0 0 0 1 0 0 
54207.png 0 0 0 1 0 0 1 0 0 
54208.png 0 1 0 0 0 0 0 0 0 
54209.png 0 0 0 1 0 0 1 0 0 
54210.png 0 0 0 0 1 0 0 1 0 
54211.png 0 0 1 0 0 0 0 0 0 
54212.png 0 0 1 0 0 0 1 0 0 
54213.png 0 0 0 1 0 0 0 0 0 
54214.png 0 1 0 0 0 0 0 0 0 
54215.png 0 0 0 1 0 0 1 0 0 
54216.png 0 0 0 1 0 0 0 0 0 
54217.png 0 0 1 0 0 0 0 0 0 
54218.png 0 0 1 0 0 0 1 0 0 
54219.png 0 1 0 0 0 0 1 0 0 
54220.png 0 1 0 0 0 0 1 0 0 
54221.png 0 1 0 0 0 0 0 0 0 
54222.png 0 1 0 0 0 0 0 0 0 
54223.png 0 0 0 0 1 0 1 1 0 
54224.png 0 0 0 1 0 0 1 0 0 
54225.png 0 0 1 0 0 0 1 0 0 
54226.png 0 0 0 1 0 0 0 0 0 
54227.png 0 0 0 1 0 0 0 0 0 
54228.png 0 1 0 0 0 0 1 0 0 
54229.png 0 1 0 0 0 0 1 0 0 
54230.png 0 0 0 1 0 0 0 1 0 
54231.png 0 0 0 0 1 0 1 0 0 
54232.png 0 0 0 1 0 0 1 0 0 
54233.png 0 1 0 0 0 0 0 0 0 
54234.png 0 1 0 0 0 0 1 0 0 
54235.png 0 0 0 0 1 0 1 0 0 
54236.png 0 1 0 0 0 0 0 0 0 
54237.png 0 0 0 0 1 0 1 0 0 
54238.png 0 0 0 1 0 0 1 1 0 
54239.png 0 0 0 1 0 0 0 1 0 
54240.png 0 0 0 1 0 0 1 0 0 
54241.png 0 0 1 0 0 0 0 0 0 
54242.png 0 1 0 0 0 0 0 0 0 
54243.png 1 0 0 0 0 0 0 0 0 
54244.png 0 0 0 0 1 0 1 0 0 
54245.png 0 0 1 0 0 0 0 0 0 
54246.png 0 0 0 1 0 0 0 0 0 
54247.png 0 1 0 0 0 0 1 0 0 
54248.png 0 0 0 0 1 0 1 1 0 
54249.png 0 1 0 0 0 0 1 0 1 
54250.png 0 0 1 0 0 0 0 0 0 
54251.png 0 1 0 0 0 0 0 0 0 
54252.png 0 0 0 0 1 0 1 0 1 
54253.png 0 0 0 1 0 0 1 0 0 
54254.png 0 0 0 1 0 0 0 0 0 
54255.png 0 0 0 0 1 0 0 1 0 
54256.png 0 0 0 1 0 0 0 0 0 
54257.png 0 0 0 0 1 0 1 0 0 
54258.png 0 1 0 0 0 0 0 0 0 
54259.png 0 1 0 0 0 0 0 1 0 
54260.png 0 0 1 0 0 0 0 0 1 
54261.png 0 1 0 0 0 0 0 0 0 
54262.png 0 0 1 0 0 0 1 0 0 
54263.png 0 0 0 1 0 0 0 1 0 
54264.png 0 0 0 1 0 0 0 0 1 
54265.png 0 1 0 0 0 0 0 0 0 
54266.png 0 0 1 0 0 0 0 0 0 
54267.png 0 0 0 1 0 0 1 0 0 
54268.png 0 1 0 0 0 0 0 0 0 
54269.png 0 1 0 0 0 0 0 0 0 
54270.png 0 0 0 0 1 0 0 0 0 
54271.png 0 0 0 1 0 0 0 0 0 
54272.png 0 0 0 0 1 0 1 1 0 
54273.png 0 1 0 0 0 0 0 0 0 
54274.png 0 0 1 0 0 0 0 0 0 
54275.png 0 1 0 0 0 0 0 0 0 
54276.png 0 1 0 0 0 0 0 0 0 
54277.png 0 0 1 0 0 0 1 0 0 
54278.png 0 0 0 0 1 0 1 1 0 
54279.png 0 1 0 0 0 0 0 0 0 
54280.png 0 1 0 0 0 0 0 0 0 
54281.png 1 0 0 0 0 0 0 0 0 
54282.png 0 0 0 0 1 0 0 1 0 
54283.png 0 0 0 0 1 0 0 0 0 
54284.png 0 1 0 0 0 0 0 0 0 
54285.png 0 0 1 0 0 0 0 0 0 
54286.png 0 1 0 0 0 0 1 0 0 
54287.png 0 0 0 1 0 0 0 0 0 
54288.png 0 0 1 0 0 0 0 0 0 
54289.png 0 0 0 1 0 0 1 1 0 
54290.png 0 0 0 1 0 0 1 1 0 
54291.png 0 0 1 0 0 0 1 1 0 
54292.png 0 0 1 0 0 0 1 0 0 
54293.png 0 1 0 0 0 0 0 0 0 
54294.png 0 0 0 1 0 0 1 0 0 
54295.png 0 0 1 0 0 0 1 1 0 
54296.png 0 0 0 1 0 0 1 1 0 
54297.png 0 1 0 0 0 0 1 0 0 
54298.png 0 0 0 0 1 0 1 0 0 
54299.png 0 1 0 0 0 0 0 1 0 
54300.png 0 1 0 0 0 0 0 0 0 
54301.png 0 0 0 1 0 0 0 0 0 
54302.png 0 0 0 1 0 0 1 1 0 
54303.png 0 0 0 1 0 0 0 0 0 
54304.png 0 0 0 1 0 0 0 1 0 
54305.png 0 0 0 0 1 0 0 0 0 
54306.png 0 0 0 1 0 0 1 0 0 
54307.png 0 0 0 1 0 0 0 0 0 
54308.png 0 0 0 0 1 0 0 1 0 
54309.png 0 0 1 0 0 0 1 1 0 
54310.png 0 1 0 0 0 0 0 0 0 
54311.png 0 0 1 0 0 0 0 1 0 
54312.png 0 0 0 0 1 0 0 1 0 
54313.png 0 0 1 0 0 0 1 0 0 
54314.png 0 0 0 1 0 0 1 1 0 
54315.png 0 1 0 0 0 0 0 0 0 
54316.png 0 0 0 0 1 0 1 0 0 
54317.png 0 0 0 0 1 0 0 0 0 
54318.png 0 1 0 0 0 0 0 0 0 
54319.png 0 0 0 1 0 0 0 0 0 
54320.png 0 1 0 0 0 0 1 0 0 
54321.png 0 0 0 1 0 0 1 0 0 
54322.png 0 0 1 0 0 0 0 0 0 
54323.png 0 0 0 0 1 0 0 0 0 
54324.png 0 0 1 0 0 0 1 0 1 
54325.png 0 1 0 0 0 0 0 0 1 
54326.png 0 0 1 0 0 0 0 0 0 
54327.png 0 1 0 0 0 0 0 0 0 
54328.png 0 0 0 1 0 0 0 0 0 
54329.png 0 1 0 0 0 0 0 0 0 
54330.png 0 1 0 0 0 0 1 1 0 
54331.png 0 0 0 1 0 0 0 0 0 
54332.png 0 1 0 0 0 0 0 0 0 
54333.png 0 0 0 1 0 0 1 1 0 
54334.png 0 0 0 0 1 0 0 0 0 
54335.png 0 1 0 0 0 0 0 0 0 
54336.png 0 1 0 0 0 0 0 0 0 
54337.png 0 0 0 1 0 0 0 0 0 
54338.png 0 0 1 0 0 0 0 0 0 
54339.png 0 1 0 0 0 0 1 0 0 
54340.png 0 0 1 0 0 0 1 0 0 
54341.png 0 1 0 0 0 0 1 1 0 
54342.png 0 1 0 0 0 0 0 0 0 
54343.png 0 1 0 0 0 0 0 0 0 
54344.png 0 0 1 0 0 0 0 0 0 
54345.png 0 0 1 0 0 0 1 0 0 
54346.png 0 0 0 0 1 0 1 0 0 
54347.png 0 0 0 1 0 0 1 1 0 
54348.png 0 0 0 1 0 0 1 0 0 
54349.png 0 1 0 0 0 0 0 0 0 
54350.png 0 0 0 1 0 0 1 0 0 
54351.png 0 1 0 0 0 0 0 0 0 
54352.png 0 0 1 0 0 0 0 0 0 
54353.png 0 0 1 0 0 0 1 0 0 
54354.png 1 0 0 0 0 0 1 0 0 
54355.png 0 0 0 1 0 0 0 0 0 
54356.png 0 0 0 1 0 0 0 0 0 
54357.png 0 0 0 1 0 0 0 0 0 
54358.png 0 1 0 0 0 0 1 0 0 
54359.png 0 0 0 0 1 0 1 0 0 
54360.png 0 1 0 0 0 0 0 0 0 
54361.png 0 0 1 0 0 0 0 0 0 
54362.png 0 0 1 0 0 0 0 0 0 
54363.png 0 0 1 0 0 0 0 0 0 
54364.png 0 0 1 0 0 0 0 0 0 
54365.png 0 1 0 0 0 0 0 0 0 
54366.png 0 0 0 1 0 0 0 0 0 
54367.png 1 0 0 0 0 0 0 0 0 
54368.png 0 0 1 0 0 0 0 0 0 
54369.png 1 0 0 0 0 0 0 0 0 
54370.png 0 0 0 1 0 0 1 1 0 
54371.png 0 0 1 0 0 0 0 0 0 
54372.png 0 0 1 0 0 0 0 0 0 
54373.png 0 0 0 1 0 0 1 0 0 
54374.png 1 0 0 0 0 0 0 0 0 
54375.png 0 0 0 1 0 0 0 0 0 
54376.png 0 0 1 0 0 0 0 0 0 
54377.png 0 0 0 1 0 0 1 0 0 
54378.png 0 1 0 0 0 0 0 0 0 
54379.png 0 0 0 1 0 0 1 1 0 
54380.png 0 0 0 0 1 0 1 0 1 
54381.png 0 1 0 0 0 0 0 0 0 
54382.png 0 1 0 0 0 0 0 0 0 
54383.png 0 0 0 1 0 0 1 0 0 
54384.png 0 1 0 0 0 0 0 0 0 
54385.png 1 0 0 0 0 0 0 0 0 
54386.png 0 0 1 0 0 0 1 0 0 
54387.png 0 0 1 0 0 0 0 0 0 
54388.png 0 0 0 1 0 0 0 0 0 
54389.png 0 0 0 1 0 0 1 1 0 
54390.png 0 0 1 0 0 0 0 0 0 
54391.png 0 0 1 0 0 0 1 1 0 
54392.png 0 0 0 0 1 0 0 0 0 
54393.png 0 0 0 1 0 0 0 0 0 
54394.png 0 0 1 0 0 0 1 0 0 
54395.png 1 0 0 0 0 0 1 0 0 
54396.png 0 0 0 1 0 0 1 1 0 
54397.png 0 0 1 0 0 0 1 0 0 
54398.png 0 1 0 0 0 0 1 0 0 
54399.png 0 1 0 0 0 0 0 0 0 
54400.png 0 1 0 0 0 0 1 0 0 
54401.png 0 1 0 0 0 0 0 0 0 
54402.png 0 0 0 1 0 0 0 1 0 
54403.png 0 0 1 0 0 0 0 0 0 
54404.png 0 1 0 0 0 0 0 0 0 
54405.png 0 0 0 1 0 0 1 0 0 
54406.png 0 1 0 0 0 0 1 0 0 
54407.png 0 0 0 1 0 0 0 1 0 
54408.png 0 1 0 0 0 0 0 0 0 
54409.png 0 0 0 1 0 0 1 0 0 
54410.png 0 1 0 0 0 0 1 0 0 
54411.png 0 0 0 1 0 0 0 0 1 
54412.png 0 0 0 1 0 0 1 0 0 
54413.png 0 1 0 0 0 0 1 0 0 
54414.png 0 0 0 0 1 0 0 0 0 
54415.png 0 1 0 0 0 0 1 0 0 
54416.png 0 1 0 0 0 0 1 0 0 
54417.png 0 0 0 1 0 0 1 0 0 
54418.png 0 0 1 0 0 0 0 0 0 
54419.png 0 0 0 0 1 0 0 0 1 
54420.png 0 1 0 0 0 0 0 0 0 
54421.png 0 0 1 0 0 0 0 0 0 
54422.png 0 0 1 0 0 0 0 0 0 
54423.png 0 0 1 0 0 0 1 0 0 
54424.png 0 0 1 0 0 0 1 1 0 
54425.png 0 0 0 0 1 0 1 0 0 
54426.png 0 0 0 0 1 0 1 0 0 
54427.png 0 0 1 0 0 0 1 0 0 
54428.png 0 0 0 0 1 0 1 1 0 
54429.png 0 0 0 1 0 0 1 1 0 
54430.png 0 0 1 0 0 0 0 0 0 
54431.png 0 0 1 0 0 0 1 0 0 
54432.png 0 0 0 0 1 0 1 0 0 
54433.png 0 0 0 0 1 0 1 0 0 
54434.png 0 0 0 1 0 0 1 0 0 
54435.png 0 0 1 0 0 0 1 1 0 
54436.png 0 0 1 0 0 0 0 0 0 
54437.png 0 0 0 1 0 0 0 1 0 
54438.png 0 1 0 0 0 0 0 0 0 
54439.png 0 0 0 1 0 0 0 0 0 
